PU-Name,Latitude,Longitude,APC,LP,PDP,NNPP
OPEN SPACE - TIPPER GARAGE ALONG IKPOBA SLOPE,6.350084,5.6591646,7,62,3,0
"ST RITA COMPREHENSIVE HIGH SCH, ALONG ST SAVIOUR I",6.322925,5.643075,4,86,9,0
"ST. RITA COMPREHENSIVE HIGH SCHOOL, ALONG ST SAVIOUR II",6.322964,5.643217,7,81,5,3
"ST. RITA COMPREHENSIVE HIGH SCHOOL, ALONG ST SAVIOUR III",6.323067,5.643378,17,85,0,1
OPEN SPACE FRONT OF WORD OF FAITH GROUP OF SCHOOLS,6.3182483,5.6826122,2,59,5,0
"OPEN SPACE, FRONT OF ST. SAVIOUR MARKET",6.3189912,5.651741,6,166,3,1
"OPEN SPACE, FRONT OF WISDOM GOSPEL SOLUTION CHURCH, UPPER UWA",6.3238518,5.6498204,1,8,0,0
OPEN SPACE BY TIPPER GARAGE ALONG ST. SAVIOUR,6.2255437,5.710031,4,76,33,0
OPEN SPACE OSAYANDE JUNCTION BY 100FT,6.32852,5.66351,3,37,1,0
"OPEN SPACE, FRONT OF CHRIST CHOSEN CHURCH OF GOD, ORHIONMANBOR STR, 100FT OFF ST. SAVIOUR ROAD",6.3214211,5.6500927,1,30,0,0
"OPEN SPACE, MIRACLES CHARISMATIC FAMILY ASSEMBLY BY 100FT",6.3182483,5.6826122,2,17,2,0
OPEN SPACE- OUR SAVIOUR ANGLICAN CHURCH.OFF ST SAVIOUR RD,43.461235,-80.517465,7,57,6,2
OPEN SPACE ALONG ST. SAVIOUR MARKET I,6.1940298,5.6400821,3,84,6,0
OPEN SPACE ALONG ST. SAVIOUR MARKET II,6.3189912,5.651741,3,87,1,2
OPEN SPACE ALONG ST SAVIOUR MARKET III,6.3145814,5.6626273,6,79,2,0
OPEN SPACE IN FRONT OF NSIK ENGINEERING COMPANY II,6.3163978,5.6666765,3,54,2,0
OPEN SPACE BY EDOBOR STREET BY NETWORK MAST OFF ST. SAVIOUR,6.3145617,5.6733994,3,40,6,1
OPEN SPACE AVBIAMA HEALTH CENTER OFF UPPER ST SAVIOUR RD,6.3145617,5.6733994,5,115,7,0
OPEN SPACE AVBIAMA MKT,6.3387418,5.6321362,3,151,17,0
OPEN SPACE OGADE JUNCTION BY UPPER ST SAVIOUR,6.2701005,5.7097005,0,13,2,0
"OPEN SPACE BY UMELU POWER LINE JUNCTION, BY UPPER ST SAVIOUR",6.313405,5.678158,4,135,4,1
OPEN SPACE BY EVBOLIGUN POWER LINE  JUNCTION ALONG UPPER ST. SAVIOUR,6.307808,5.680627,0,0,0,0
OPEN SPACE EVBOLIGUN MARKET ALONG UPPER ST. SAVIOUR,6.2701005,5.7097005,6,69,2,0
OPEN SPACE OSARO JUNCTION BY IGUODALA ROAD OFF UPPER ST SAVIOUR ROAD,6.3016681,5.6779368,1,15,10,1
OPEN SPACE BY SJ. CHOSEN SCHOOL BY ST. JOSEPH STR.,6.3145617,5.6733994,10,22,1,1
"OPEN SPACE BY AMADASUN STREET BY MOTEL DE JOY, UPPER UWA",6.3145617,5.6733994,2,17,1,0
OPEN SPACE FIRST ISIBOR JUNCTION BY AHANOR  UPPER UWA,6.3297061,5.6431189,1,28,4,0
"OPEN SPACE FRONT OF EXCELLENT GRACE PREPARATORY SCHOOL, IHINMWINHIN QUARTERS",6.327648,5.6529433,4,22,0,0
OPEN SPACE IHINMWINHIN JUNCTION BY UPPER UWA,6.3387418,5.6321362,0,36,0,0
OGUOLA COLLEGE XIII,6.3294041,5.6529479,3,52,6,0
OGUOLA COLLEGE XIV,6.3264157,5.6546466,0,40,3,0
"OPEN SPACE BY  CHRISTLIFE GOSPEL ASSEMBLY, OWIE STREET BY AGUEBOR JUNCTION OFF WELFARE ROAD, UPPER SAKPONBA",6.3407497,5.6150413,6,79,9,0
"OPEN SPACE BY UHUNMWANGHO JUNCTION BY JESUS CHRIST ROAD, UPPER SAKPONBA",6.3075791,5.6490414,8,54,1,0
"OPEN SPACE BY IGUMA JUNCTION BY IGBINIDU ROAD, OFF UPPER SAKPONBA",6.3387418,5.6321362,4,27,10,0
EDO STATE CHILDREN CORRECTIONAL CENTRE ALONG WELFARE RD I,6.31449,5.649123,2,46,8,0
EDO STATE CHILDREN CORRECTIONAL CENTER ALONG WELFARE RD II,6.3140053,5.6489775,9,73,5,2
EDO STATE CHILDREN CORRECTIONAL CENTRE ALONG WELFARE RD III,6.314256,5.649336,4,64,3,1
"OPEN SPACE BY  AGBAGO STR, JESUS CHRIST ROAD, OFF UPPER SAKPONBA",6.2940149,5.6505569,4,55,7,1
"OPEN SPACE BY KEKE PARK, OPPOSITE NNPC JUNCTION UPPER SAKPONBA",6.2790397,5.688227,3,178,9,0
"OPEN SPACE BY KEKE PARK, WELFARE ROAD, OFF UPPER SAKPONBA",6.3387418,5.6321362,0,0,0,0
OPEN SPACE BY SAWMILL POWER LINE BY UPPER SAKPONBA,6.3387418,5.6321362,3,43,2,0
OPEN SPACE BY AIVIHENYOR JUNCTION OFF UPPER SAKPONBA,6.2699796,5.7095476,0,41,1,0
"OPEN SPACE BY AMUWA JUNCTION, OFF EREDIAUWA, UPPER SAKPONBA",6.3059158,5.6505291,2,64,0,0
"OPEN SPACE BY FRONT OF CHRIST CHOSEN CHURCH OF GOD BY AMUWA STREET, UPPER SAKPONBA",6.3182868,5.6507506,5,37,1,0
"OPEN SPACE BY MUSHESHE JUNCTION, OFF UPPER SAKPONBA",6.2699796,5.7095476,4,73,2,0
"OPEN SPACE BY PRESENTATION NATIONAL HIGH SCHOOL, BY UGBEKUN POLICE STATION RD I",6.306825,5.660638,2,50,1,0
"OPEN SPACE BY PRESENTATION NATIONAL HIGH SCHOOL, BY UGBEKUN POLICE STATION RD II",6.304018,5.671733,0,49,0,0
"OPEN SPACE ISO STREET BY OZIGBO JUNCTION, UPPER SAKPONBA",6.3462744,5.5936306,1,24,2,0
"OPEN SPACE IN  FRONT OF OMOSEFE NURSING & MATERNITY, ETINOSA STREET, OFF UPPER SAKPONBA",43.473581,-80.5462632,100,0,6,1
"OPEN SPACE FRONT OF AMAZING GRACE BAPTIST CHURCH, AKPATA STREET OFF UPPER SAKPONBA",6.3075215,5.6435236,11,71,4,0
"OPEN SPACE, AKPATA JUNCTION BY UPPER SAKPONBA ROAD",6.3212492,5.6364148,2,124,4,1
OPEN SPACE UWAGUE STREET BY BEHIND SAZY LOGISTICS FILING STATION,6.2701005,5.7097005,4,59,11,1
OPEN SPACE BY OSARUMWENSE STREET OPPOSITE EXCELITE GAS,6.2701005,5.7097005,2,34,6,0
OPEN SPACE UGBEKUN MKT. I,6.3387418,5.6321362,0,34,1,0
OPEN SPACE UGBEKUN MKT II,6.3387418,5.6321362,0,49,0,0
OPEN SPACE  UGBEKUN MKT III,6.3387418,5.6321362,1,62,0,0
"OPEN SPACE, UGBEKUN MARKET IV",6.303748,5.652818,0,51,1,0
OPEN SPACE WORD OF FAITH BIBLE CHURCH,6.3026113,5.6524185,6,10,1,0
OPEN SPACE IN FRONT OF GREATER PEACE GROUP OF SCH.UPPER SAKPONBA RD.,6.3417649,5.6025522,1,55,0,0
OPEN SPACE OPPOSITE FOLARO GLOBAL SERVICES,6.3387418,5.6321362,4,55,11,1
"OPEN SPACE KEKE PARK BY EREDIAUWA JUNCTION, UPPER SAKPONBA",6.302552,5.652312,5,128,3,1
OPEN SPACE UGBEKUN MARKET V,6.30425,5.68314,1,63,0,0
OPEN SPACE UGBEKUN MKT VI,6.304283,5.653365,1,42,0,0
UGBEKUN HEALTH CENTRE VI,6.3041694,5.6538469,1,63,1,0
OPEN SPACE OPPOSITE RED CROSS JUNCTION IKPOKPAN,6.3116592,5.625922,2,18,2,0
OPEN SPACE STAFF TRAINING CENTER GRA,6.3316288,5.6217499,21,22,4,4
OREDO MODEL PRY SCH III,6.2298249,5.5407299,17,192,11,0
OPEN SPACE OWEN STREET OFF ONI STREET AFTER DEREGAL SUITES,6.2298249,5.5407299,7,144,5,0
"OPEN SPACE BY EDOBOR OSULA CLOSE, OFF ONI STREET",6.3137917,5.6070033,13,165,9,0
OPEN SPACE OBA EWEKA STREET OFF UGOSA STREET,6.3227681,5.6260585,6,138,6,2
OPEN SPACE IHAMA BY IDIA RENAISSANCE,6.3139674,5.6107151,1,52,2,0
OPEN SPACE BY ALUYE STREET OFF EMOVON CRESCENT,6.3095507,5.6151217,21,134,12,0
"OPEN SPACE BY MILITARY BASE HOSPITAL, IHAMA ROAD",6.3182602,5.6069947,4,173,5,1
OPEN SPACE IHAMA ROAD JUNCTION OFF ADESUWA ROAD BY BLESSED HOUSE,6.3020833,5.616114,11,187,6,1
OPEN SPACE FREEDOM WAY OPPOSITE JBS ESTATE GRA,6.3489208,5.6417149,1,194,4,0
"NATIONAL ORIENTATION AGENCY, BOUNDARY RD, GRA",6.312515,5.6173541,4,43,1,0
OPEN SPACE BY IDEHEN AVENUE OFF IHAMA ROAD,6.2942106,5.6104388,2,53,6,1
"PARAGON DEMONSTRATION SCH, ALONG LIMIT RD, OFF SAPELE RD",6.2823319,5.6153759,7,288,6,0
OPEN SPACE ADESUWA JUNCTION BY ETETE BESIDE COMFORT PLAZA,6.3032001,5.6239282,15,412,2,4
OPEN SPACE SCH OF NURSING LIMIT JUNCTION SAPELE ROAD,6.2823908,5.6212056,6,284,10,0
OPEN SPACE BY ENOGIE STREET BY TRANSFORMER,6.3268269,5.5943395,9,219,31,0
GOVERNMENT MODEL PRY SCH I,6.3338485,5.6477668,0,68,1,0
GOVERNMENT MODEL PRY SCH II,6.3232072,5.6277558,1,0,0,63
OPEN SPACE BLOCK INDUSTRY OPPOSITE STELLA DEMONSTRATION SCH,6.2942106,5.6104388,8,199,9,0
OPEN SPACE BY LEVANT CONSTRUCTION COMPANY  ALONG UGBOR JUNCTION,5.5458924,5.8253903,6,246,1,0
OPEN SPACE UGBOR VILLAGE MARKET,6.2609977,5.6056972,1,253,10,1
OPEN SPACE AMAGBA TOWN HALL,6.2396288,5.6060459,11,309,16,1
"OPEN SPACE BEFORE CJ COOKING GAS PLANT, AMAGBA",6.3742298,5.6748249,1,38,3,0
"EVBUKHU TOWN HALL, OFF SAPELE ROAD",6.2431823,5.6218742,17,327,8,1
OPEN SPACE BY FIRST UGBOR POWER LINE GRA,6.2844358,5.6085514,8,175,6,0
OPEN SPACE BY POWER LINE ABUJA QUARTERS,6.2861221,5.6066966,9,165,39,2
OPEN SPACE ELEMA I P/S BY GT PLAZA FOOD UGBOR,6.2859253,5.6097428,5,187,5,0
OPEN SPACE BIU FIRST UGBOR GRA I,6.2837839,5.604011,9,298,5,1
OPEN SPACE BIU FIRST UGBOR GRA II,6.2934145,5.6029115,2,149,4,0
OPEN SPACE OPPOSITE JOHN CROWN GARDEN 2ND UGBOR,6.2963938,5.6117717,5,234,6,2
"OPEN SPACE MINISTRY OF INTERIOR GAPIONA, AIRPORT RD",6.3074446,5.6018475,15,291,4,0
OPEN SPACE MIKE BELLO WAY OPPOSITE NDIC OFFICE,6.2298249,5.5407299,12,231,6,0
OPEN SPACE BY FIRST UGBOR L POWER LINE GRA II,6.2830221,5.606971,18,204,10,0
OPEN SPACE BY IDSL OKO CENTRAL JUNCTION,6.2983744,5.5930198,31,400,13,2
OPEN SPACE NNPC OPPOSITE OGBA ZOO RD,6.2899639,5.5876038,8,246,11,1
OPEN SPACE NNPC OPPOSITE OGBA ZOO II,6.2899639,5.5876038,2,160,2,0
OPEN SPACE ELEMA PALACE UPPER ADESUWA GRA I,6.3071646,5.604139,8,242,5,1
OPEN SPACE ELEMA PALACE UPPER ADESUWA GRA II,6.3055431,5.6265954,20,224,4,2
OPEN SPACE WATER RESOURCES JUNCTION GRA,6.3019481,5.6168527,9,152,4,1
"AMAGBA HEALTH CENTRE, AMAGBA GRA",6.2396288,5.6060459,1,90,3,2
OPEN SPACE BY 1ST OBASOHAN STREET,6.3498395,5.6172515,6,149,9,0
OPEN SPACE BY AGES CHARIOT FILLING STATION IRHIRIHI,6.2787711,5.5856823,15,412,2,4
"OPEN SPACE WELLSPRING UNIVERSITY, IRHIRIHI",6.2807283,5.5861406,15,412,2,4
OPEN SPACE IRHIRIHI HEALTH CENTRE,6.3307204,5.6093206,4,68,5,0
"ULEMON PRIMARY HEALTH CARE CENTRE, ULEMON",6.2672845,5.5708881,18,331,40,3
OKHUOROMI GIRLS MODEL SECONDARY SCH,6.3232072,5.6277558,6,201,12,0
ARUOGBA PRIMARY HEALTH CENTRE,6.2670935,5.6076264,6,332,10,1
OPEN SPACE IMPERIAL XTRA EVENTS CENTRE OFF IRIHIRHI JUNCTION,6.2872872,5.5891801,3,81,1,0
IGUIKPE PIRMARY SCH,6.2312608,5.5861113,0,78,10,0
OPEN SPACE -OBA MARKET  IKPENEDE JUNCTION,6.3355292,5.6202411,0,8,2,0
JUDICIARY COURT OF APPEAL,6.3375978,5.6286551,5,54,0,0
OPEN SPACE - BUTCHER STREET JUNCTION,6.3316288,5.6217499,0,0,0,0
OPEN SPACE - NEPA LANE JUNCTION,6.3316288,5.6217499,2,12,3,0
OPEN SPACE - IWEGIE STREET JUNCTION,6.3316288,5.6217499,4,22,2,0
OPEN SPACE - JAMES WATT JUNCTION BY FORESTRY ROAD,6.3417957,5.629637,7,34,1,0
OPEN SPACE-  IRHREMILA STREET JUNCTION BY COOKE ROAD,6.3316288,5.6217499,0,0,0,0
OPEN SPACE BY  OGHOGHO STREET JUNCTION BY MUYI LINE,6.3775936,5.6123961,0,1,0,0
OPEN SPACE-  DAWNSON JUNCTION BY AKPAKPAVA ROAD,6.3355292,5.6202411,2,10,0,0
OPEN SPACE - JAMES WATT STREET JUNCTION BY AKPAKPAVA ROAD,6.3375978,5.6286551,1,30,0,0
NIGERIAN POSTAL SERVICE,6.3312432,5.6209072,2,1,0,0
OPEN SPACE- IBIWE JUNCTION BY OBA MARKET ROAD,6.3373689,5.6206933,5,19,5,1
OPEN SPACE - EBO STREET JUNCTION BY IBIWE,6.3316288,5.6217499,0,8,6,1
OPEN SPACE - OMO STREET JUNCTION BY MISSION ROAD,6.3316288,5.6217499,0,16,8,0
OPEN SPACE -MOAT BEHIND NTA PREMISES,6.3540917,5.6173396,8,34,3,0
OPEN SPACE -UWA LANE BY THE MOAT(BRIDGE),6.3490504,5.6215686,12,18,1,0
OPEN SPACE -UWA STREET BY NTA FENCE,6.3288899,5.5839964,0,0,0,0
OPEN SPACE -EKI-UWA MARKET,6.3459652,5.609669,12,82,5,3
"OPEN SPACE BEHIND EKI-UWA MARKET ,BY SECOND WEST ROAD",6.3361264,5.6385086,1,15,3,0
OPEN SPACE OSASUMWEN STREET BY SECOND WEST JUNCTION,6.3498395,5.6172515,7,59,4,0
BAPTIST SECONDARY SCHOOL,6.3484904,5.6099862,9,88,7,0
OLIHA MARKET BY TV ROAD JUNCTION,6.3459652,5.609669,9,104,4,0
OLIHA MARKET BY TV ROAD JUNCTION,6.3459652,5.609669,18,112,5,1
OPEN SPACE IN FRONT OF UNIVERSITY PRESS PLC,6.341689,5.6264878,17,90,1,0
OPEN SPACE -UKHEGIE STREET JUNCTION BY OREOGHENE,6.3424026,5.6162929,6,42,1,0
OPEN SPACE BY ORE - OGHENE LANE JUNCTION BY ORE - OGHENE STREET,6.3427954,5.6139457,3,52,3,0
OPEN SPACE -ARAGUA STREET JUNCTION,6.3498395,5.6172515,4,49,3,0
OPEN SPACE -ARAGUA STREET BY ORE-GHENE,6.3490504,5.6215686,8,45,3,0
OPEN SPACE - OREGHOSA JUNCTION OFF ARAGUA STREET BY TRANSFORMER,6.3424116,5.6154295,24,117,3,0
OPEN SPACE FIRST AFRICAN CHURCH LANE BY SAWMILL,6.333637,5.630503,4,18,1,0
OPEN SPACE URBAN HEALTH CENTER I,6.334,5.632583,29,137,2,0
OPEN SPACE URBAN HEALTH CENTER II,6.334223,5.63273,25,103,10,0
OPEN SPACE - FRONT OF EGEDEGE N'OKARO (FIRST UPSTAIRS),6.3471849,5.6800108,1,17,0,0
OPEN SPACE - AGBADO STREET BY EKI JUNCTION.,6.6869249,3.3029174,15,82,5,1
"OPEN SPACE YAM MARKET GARAGE, DAWSON RD, OFF UPPER MISSION",6.349338,5.623453,7,36,2,0
"OPEN SPACE  SECOND YAM MARKET, YORUBA STREET, OFF IYARO",6.3485277,5.6268863,5,41,4,0
"OPEN SPACE BY PIONEER EDUCATION CENTRE, NEW BENIN",6.3522118,5.6239988,23,101,0,0
OPEN SPACE PEUGEOT MOTORS DAWSON ROAD,6.3531211,5.6218294,5,18,2,0
"OPEN SPACE FORMER PHCN BUILDING, NEW LAGOS RD",6.3504733,5.6304497,7,31,2,0
"OPEN SPACE CHURCH OF JESUS CHRIST OF LATTER DAY SAINT, OWOSENI",6.3461816,5.5934991,2,88,6,0
OPEN SPACE BESIDE LAPO MICRO FINANCE BANK DANWSON ROAD,6.3453692,5.6340426,4,64,2,0
EMOTAN PRIMARY SCHOOL I,6.345497,5.6300798,4,64,2,0
EMOTAN PRIMARY SCHOOL II,6.3469688,5.6203437,1,28,0,0
OUR LADY OF MERCY NURSERY/PRIMARY SCHOOL,6.3453117,5.6285986,8,84,1,0
OREDO LOCAL GOVERNMENT EDUCATION AUTHORITY UPPER FORESTY I,6.3248176,5.6250247,7,71,4,0
OREDO LOCAL GOVERNMENT EDUCATION AUTHORITY UPPER FORESTY II,6.3248176,5.6250247,14,84,0,1
OREDO LOCAL GOVERNMENT EDUCATION AUTHORITY UPPER FORESTY II,6.3248176,5.6250247,6,85,8,3
IYOBOSA PRY SCH I,6.3377608,5.6020585,2,99,3,0
IYOBOSA PRY SCH II,6.3377608,5.6020585,2,60,1,0
OPEN SPACE OPPOSITE WINNERS CHAPEL COSTAIN,6.353154,5.6379087,7,111,2,1
OPEN SPACE BESIDE UBA BANK,6.3411337,5.6323945,15,161,3,1
OPEN SPACE UPPER MISSION JUNCTION,6.3618386,5.6393002,19,147,6,2
OPEN SPACE OPPOSITE IYOBOSA INTERNATIONAL SCH,6.3614366,5.6390202,6,53,0,0
OPEN SPACE OPPOSITE DISCOVERY DEDICATION SCHOOLS,6.334894,5.6037879,0,0,0,0
OPEN SPACE OPPOSITE NEW ERA COLLEGE,6.3671679,5.6425724,0,0,0,0
OPEN SPACE ADJACENT TO JUBILEE ACADEMY,6.3642961,5.5810063,9,169,5,1
OPEN SPACE OPPOSITE MTN MAST EWAH RD,6.2755447,5.6050912,12,146,0,0
OPEN SPACE BY EWAH  ROAD JUNCTION,6.3498395,5.6172515,0,44,3,1
OPEN SPACE BY AIGBE DAVIS JUNCTION OFF EWAH ROAD,6.2993524,5.6301646,3,111,8,0
PRIMARY HEALTH CARE CENTRE BY POLICE STATION I,6.3171412,5.6271398,0,90,1,0
PRIMARY HEALTH CARE CENTRE BY POLICE STATION II,6.3171412,5.6271398,3,67,3,0
EDO STATE INTERNAL REVENUE SERVICE I,6.353111,5.627878,7,71,1,0
EDO STATE INTERNAL REVENUE SERVICE II,6.352961,5.628065,13,130,8,4
OPEN SPACE BY TRANSFORMER EWEKA STREET,6.2573588,5.6306996,0,0,0,0
OPEN SPACE AKUGBE STREET OFF NEW LAGOS ROAD I,6.361217,5.631854,1,79,0,0
OPEN SPACE AKUGBE STREET OFF NEW LAGOS ROAD II,6.312079,5.63184,0,0,0,0
OPEN SPACE AKUGBE STREET OFF NEW LAGOS ROAD II,6.312079,5.63184,0,1,0,0
OPEN SPACE OWIE CLOSE BESIDE YAM MARKET,6.3379855,5.5809249,0,1,0,0
OPEN SPACE BESIDE FORTE OIL FILLING STATION,6.3551573,5.634506,8,177,5,1
NOSAKHARE MODEL EDUCATION CENTRE I,6.3532715,5.6347051,2,111,1,2
NOSAKHARE MODEL EDUCATION CENTRE II,6.3532715,5.6347051,0,137,3,1
OPEN SPACE OBAZE JUNCTION OFF EGHAREVBA,6.2942106,5.6104388,10,190,8,2
OPEN SPACE SLAUGHTER MARKET IKPOBA SLOPE I,6.3496306,5.6609366,12,124,8,0
OPEN SPACE SLAUGHTER MARKET IKPOBA SLOPE II,6.3496306,5.6609366,10,85,7,0
"OPEN SPACE BY ST. TERESA CATHOLIC CHURCH, OVIASOGIE ST. OFF EWAH RD",6.3535726,5.6416237,5,93,1,1
"OPEN SPACE - BACK OF UROKPOTA HALL, BY PENSION HOUSE",6.3333051,5.6211304,1,6,0,0
OGBE PRIMARY SCHOOL II,6.3307091,5.6163931,19,134,9,1
"OPEN SPACE, BESIDE MTN MAST, BY ALAKA JUNCTION OFF AHUNMWAN STR.",7.3445049,6.1417634,1,61,7,0
OGBE SECONDARY SCHOOL IV,6.3306701,5.6145165,2,46,0,0
OPEN SPACE - OSUMA CLOSE BEHIND OGBE STADIUM,6.331933,5.610643,11,63,3,0
"OPEN SPACE - FRONT OF FIRS OFFICE, AIRPORT ROAD",6.3195317,5.6075906,0,24,3,0
OPEN SPACE - OGBE STADIUM MAIN GATE (CAR PARK B),6.331933,5.610643,0,0,0,0
OPEN SPACE - THE OBSERVER PREMISES AIRPORT ROAD,6.3280145,5.6179696,5,26,1,0
"OPEN SPACE - CIVIL SERVICE COMMISSION, SAPELE ROAD",6.3252414,5.6248542,5,55,2,0
OPEN SPACE - MINISTRY OF COMMUNICATION AND ORIENTATION,6.3248086,5.6250336,5,33,1,0
"OPEN SPACE - FRONT OF MDS LOGISTICS, OBA MARKET",6.6341831,5.9304056,9,21,1,0
"YANGA MARKET, ALONG OBA MARKET RD.",6.3361719,5.6180419,14,52,7,0
OPEN SPACE - FRONT OF BANK OF AGRICULTURE BY GBO BUILDING,6.3374029,5.6203347,5,47,4,0
OPEN SPACE - BESIDE OBA MARKET OPPOSITE GENERAL IMPORT COMPANY,7.3445049,6.1417634,5,45,2,1
OPEN SPACE - PLYMOUTH ROAD BY THE MOAT,6.3348899,5.6153581,8,24,4,1
"OPEN SPACE, OBAKHAVBAYE JUNCTION OFF PLYMOUTH ROAD.",6.3348899,5.6153581,2,10,6,0
"OPEN SPACE - 2ND, GARRICK LAYOUT BY EROMOSELE STREET OFF COLLEGE ROAD",6.3287779,5.6022319,13,217,6,1
OPEN SPACE - JOROMI STREET BY AERODROME CLOSE JUNCTION,6.2975553,5.6540929,8,247,9,1
OPEN SPACE - OSAGIEDE UZZI STREET JUNCTION OFF AERODROME CLOSE BY MARY'S PLACE,6.3234089,5.6005034,6,129,2,0
"OPEN SPACE - FELICITY AVENUE JUNCTION, BESIDE KONCORD HOTEL",6.3218326,5.5958657,12,133,5,2
OPEN SPACE - EREDIAUWA JUNCTION OFF EKEHUAN ROAD,6.3268269,5.5943395,16,308,2,0
"OPEN SPACE - FAMILY PRAYER WAY, OPP LFC, EKEHUAN RD",6.3290967,5.5878013,8,377,1,0
"OPEN SPACE - OZIGBO-OGIEKA JUNCTION, OFF EKEHUAN RD.",6.3293426,5.593022,2,32,0,0
"OPEN SPACE - UNIBEN EKEHUAN CAMPUS, BY LAWN TENNIS COURT I",6.332577,5.600245,11,237,7,1
"OPEN SPACE - UNIBEN EKEHUAN CAMPUS, BY LAWN TENNIS COURT II",6.332275,5.600195,6,206,8,2
"OPEN SPACE - UNIBEN EKEHUAN CAMPUS, BY LAWN TENNIS COURT III",6.332145,5.60041,2,68,1,0
OPEN SPACE - UNIBEN EKEHUAN CAMPUS BY THE OPEN FIELD I,6.3325478,5.5996565,1,53,2,0
OPEN SPACE - UNIBEN EKEHUAN CAMPUS BY THE OPEN FIELD II,6.3325478,5.5996565,0,36,2,0
"OPEN SPACE, MAO STREET JUNCTION OFF EKEHUAN ROAD.",6.3293426,5.593022,1,9,0,0
"OPEN SPACE, CONCORD ROAD JUNCTION OFF COLLEGE RD",6.3296964,5.6213146,3,34,0,0
OPEN SPACE - NOSA OKUNDAYE CLOSE OFF REV OKORUWA STREET,6.3210355,5.6207425,5,95,4,0
"OPEN SPACE, AJAYIOBA OBAEWAKPE STREET JUNCTION.",6.314152,5.591073,4,122,8,2
OGBE-IBUYE PRIMARY SCHOOL,7.3445049,6.1417634,3,35,3,0
OPEN SPACE - IYOBOSA STREET JUNCTION OFF GOODWILL ROAD,6.3289786,5.5914451,8,18,0,1
OPEN SPACE - TRADE FAIR COMPLEX GATE I,6.32071,5.591515,5,161,7,1
OPEN SPACE - TRADE FAIR COMPLEX GATE II,6.321453,5.59139,7,201,5,3
OPEN SPACE - OSARETIN JUNCTION BY ALAGHODARO STREET OFF EHAEKPEN,6.3173456,5.6197187,3,104,13,0
UYIOSA PRIMARY SCHOOL,6.3397022,5.6114641,1,20,0,1
"OPEN SPACE - SAWMILL IN FRONT OF EZOMO PALACE, OFF EKEHUAN RD",6.3293426,5.593022,107,88,17,0
OPEN SPACE - EKI-OSA STREET JUNCTION BY EVBARUNEGBEFU STREET,6.2975553,5.6540929,3,58,4,1
OPEN SPACE -THE STREET BETWEEN EVBARUNEGBEFU LANE  (BEHIND EKI - OSA  MARKET),6.324719,5.637325,4,52,2,0
OPEN SPACE - LUCKY WAY STREET BEHIND EKI-OSA MARKET,6.3349765,5.6201646,13,29,0,0
OPEN SPACE -OGUNEDE STREET JUNTION,6.327435,5.642035,3,86,4,0
OPEN SPACE -OGUNEDE STREET JUNTION,6.327435,5.642035,4,45,5,1
OPEN SPACE -UWA STREET JUNCTION OFF MM WAY,6.2975553,5.6540929,13,95,9,2
OPEN SPACE - OYENMWONSA STREET  JUNCTION OFF MM WAY,6.3308713,5.6433798,14,136,10,0
OPEN SPACE -WISDOM STREET JUNCTION OFF MM WAY,6.3498395,5.6172515,10,104,11,0
OPEN SPACE -OTAMERE  LANE JUNCTION,6.3316288,5.6217499,11,43,11,2
OPEN SPACE -ARINZE SCHOOL COMPOUND,6.3232072,5.6277558,18,91,6,0
OPEN SPACE -AWO STREET JUNCTION OFF SECOND,6.3116592,5.625922,5,52,4,0
OPEN SPACE -AWO LANE JUNCTION OFF OMORUYI STREET,6.3498395,5.6172515,19,78,4,1
OPEN SPACE -NEKPEN NEKPEN ROAD JUNCTION,6.33113,5.644433,0,14,3,0
"OPEN SPACE -ERIAMATOE STREET JUNCTION, OFF M.M WAY",6.3385747,5.639223,0,11,0,0
OPEN SPACE -JARA GATE BY SECOND EAST CIRCULAR ROAD,6.3301432,5.6348307,0,24,1,0
OPEN SPACE - OSAMERE STREET JUNCTION OFF OGIAMEN LANE,6.324572,5.63484,0,0,0,0
OPEN SPACE -LUCKY WAY  STREET BY SECOND MARKET,6.324413,5.63645,0,6,0,0
OPEN SPACE -ONORUWA STREET BY SECOND JUNCTION,6.3316288,5.6217499,27,64,19,2
OPEN SPACE -OSAGEDE STREET JUNCTION BY IGUN STREET,6.3316288,5.6217499,13,56,4,1
OPEN SPACE -IGUN STREET JUNCTION BESIDE CENTRAL MOSQUE,6.342897,5.63726,9,68,6,0
OPEN SPACE -AGBOMONBA STREET BY SECOND EAST CIRCULAR RD.,6.330654,5.6380843,11,75,16,2
OPEN SPACE -AWAKHIONBA STREET JUNCTION BY SECOND EAST CIRCULAR RD.,6.3372883,5.6384623,12,36,8,1
OPEN SPACE -SECOND NEW MARKET,6.3448371,5.634048,15,115,11,2
OPEN SPACE -EKI UWA LANE CROSS JUNCTION,6.33607,5.64012,3,32,5,0
OPEN SPACE -FIRST OSAMEDE LANE JUNCTION,6.333638,5.639808,2,31,4,0
OPEN SPACE -IYOBOSA STREET JUNCTION,6.2313392,5.5566942,1,19,10,1
OPEN SPACE - OZOULA STREET JUNCTION,6.2313392,5.5566942,3,39,3,1
"OPEN SPACE OPP. THE TRADITIONAL HALL / BACK OF ST, MATTHEW ANGLICAN CHURCH",6.329166,5.625962,37,74,2,0
"OPEN SPACE OGBOKA COMMUNITY TRADITIONAL HOUSE,ALONG SAKPONBA ROAD",6.3286136,5.6283409,2,103,6,0
